Date,None,D0,D1,D2,D3,D4
20040120,44.9,55.1,43.84,31.27,15.59,2.89
20040113,42.43,57.57,44.4,31.74,15.93,3.15
20040106,42.23,57.77,45.97,32.54,16.24,3.71
20031230,43.82,56.18,45.81,33.78,15.99,3.4
20031223,42.53,57.47,47.54,33.9,17.64,3.72
20031216,43.41,56.59,47.53,33.95,17.56,3.37
20031209,41.41,58.59,47.89,33.75,17.19,3.3
20031202,42.03,57.97,47.76,33.57,17.27,3.35
20031125,41.22,58.78,47.93,33.55,17.65,3.29
20031118,39.85,60.15,48.41,33.69,17.71,3.18
20031111,38.4,61.6,48.84,34.1,18.45,3.34
20031104,38.41,61.59,47.9,33.88,18.36,2.61
20031028,37.13,62.87,48.73,35.06,18.28,2.54
20031021,38.89,61.11,46.62,34.56,17.28,2.04
20031014,40.06,59.94,46.5,34.12,17.52,2.04
20031007,41.01,58.99,48.34,33.6,16.75,2.07
20030930,38.57,61.43,48.37,33.12,16.87,2.09
20030923,37.14,62.86,50.27,33.81,16.86,2.07
20030916,37.61,62.39,50.26,34.44,17.18,2.19
20030909,35.34,64.66,54.28,37.67,18.06,2.21
20030902,35.76,64.24,52.41,34.38,17.11,1.93
20030826,32.99,67.01,54.8,37.21,18.87,2.2
20030819,35.23,64.77,49.52,34.1,17.38,2.12
20030812,41.14,58.86,48.86,32.48,15.35,1.95
20030805,42.78,57.22,48.05,30.07,14.93,1.98
20030729,44.96,55.04,47.09,28.89,15.11,2.15
20030722,46.13,53.87,38.33,26.04,14.84,1.66
20030715,46.28,53.72,31.88,23.75,12.51,0.81
20030708,53.26,46.74,29.54,22.25,11.46,0.81
20030701,51.8,48.2,30.67,21.72,10.83,0.76
20030624,48.67,51.33,34.95,22.08,10.71,0.88
20030617,48.62,51.38,35.41,22.01,10.93,1
20030610,46.64,53.36,39.21,23.86,10.24,1.02
20030603,45.48,54.52,41.88,24.54,10.13,0.61
20030527,46.91,53.09,41.97,24.58,10.24,0.6
20030520,45.97,54.03,42.67,25.49,10.15,0.6
20030513,43.78,56.22,41.91,21.23,10.37,0.62
20030506,38.67,61.33,42.8,23.45,10.87,0.26
20030429,34.63,65.37,43.68,28.29,13.03,0.26
20030422,40.8,59.2,42.84,27.21,14.35,0.26
20030415,38.79,61.21,43.33,27.25,14.48,0.23
20030408,41.99,58.01,42.82,27.18,14.79,0.26
20030401,41.11,58.89,44.55,29.27,15.59,0.58
20030325,40.82,59.18,47.93,30.82,17.11,1.22
20030318,39.33,60.67,48.47,31.68,19.18,1.69
20030311,36.71,63.29,44.74,32.36,19.31,1.69
20030304,38.82,61.18,44.75,32.54,19.9,2
20030225,39.15,60.85,43.43,32.48,19.93,2.08
20030218,38.14,61.86,44.26,31.92,20.12,2.09
20030211,36.52,63.48,45.28,32.81,20.66,2.32
20030204,37.95,62.05,44.33,32.02,20.54,2.25
20030128,38.89,61.11,44.41,32.9,20.87,2.5
20030121,40,60,44.29,32.73,20.54,2.36
20030114,42.22,57.78,44.01,32.18,18.37,2.58
20030107,42.38,57.62,42.57,31.21,16.3,1.69
20021231,44.95,55.05,41.24,30.33,14.26,1.28
20021224,43.42,56.58,42.12,30.66,13.91,1.28
20021217,42.27,57.73,42.57,30.77,13.9,1.28
20021210,38.62,61.38,43.78,30.76,13.66,1.26
20021203,41.04,58.96,42.04,26.6,13.25,1.09
20021126,41.37,58.63,41.47,26.23,13.53,1.11
20021119,41.05,58.95,41.88,26.28,13.58,1.15
20021112,40.85,59.15,42.86,26.57,13.53,1.12
20021105,39.15,60.85,48.15,30.15,14.75,1.33
20021029,39.02,60.98,46.81,29.68,15.11,1.35
20021022,35.32,64.68,48.45,30.38,15.47,1.34
20021015,32.3,67.7,49.81,31.25,15.86,1.34
20021008,28.77,71.23,50.2,32.37,16.87,2.09
20021001,29.08,70.92,48.59,33.39,17.84,3.14
20020924,31.9,68.1,52.73,35.7,18.79,3.29
20020917,28.58,71.42,53.51,37.09,19.92,3.88
20020910,28.94,71.06,54.63,38.04,20.52,5
20020903,32.08,67.92,49.95,36.13,21.43,6.23
20020827,36.67,63.33,49.31,35.28,23.5,7.41
20020820,35.1,64.9,49.06,35.12,23.71,7.85
20020813,31.46,68.54,50.5,35.35,23.42,7.45
20020806,31.5,68.5,50.09,35.78,23.22,6.98
20020730,28.67,71.33,50.45,34.65,22.5,6.11
20020723,28.15,71.85,51.48,35.91,22.55,5.99
20020716,34.32,65.68,48.54,34.04,21.32,5.52
20020709,36.16,63.84,47.79,33.14,20.51,5.51
20020702,36.88,63.12,48.15,34.66,20.92,5.29
20020625,37.74,62.26,47.82,33.47,19.92,3.5
20020618,38.87,61.13,46.96,31.79,17.93,2.48
20020611,37.84,62.16,45.2,30.35,16.68,2.07
20020604,37.21,62.79,44.56,30.01,16.85,2.7
20020528,37.91,62.09,44.53,30.92,17.62,2.73
20020521,40.44,59.56,44.34,30.4,16.87,0.61
20020514,38.56,61.44,46.77,31.34,16.44,0.65
20020507,36.39,63.61,43.96,31.68,11.4,0.61
20020430,38.73,61.27,42.9,30.99,11.95,0.28
20020423,38.53,61.47,43.16,29.81,9.37,0
20020416,39.5,60.5,43.21,27.43,6.75,0
20020409,37.01,62.99,42.59,25.76,5.6,0
20020402,35.89,64.11,41.21,24.45,5.23,0
20020326,34.39,65.61,41.48,23.37,6.43,0
20020319,34.52,65.48,40.78,20.08,6.62,0
20020312,32.84,67.16,43.93,21.55,6.77,0
20020305,36.4,63.6,36.54,18.16,5.66,0
20020226,36.12,63.88,36.22,18.11,5.76,0
20020219,39.32,60.68,35.41,16.77,5.64,0
20020212,41.34,58.66,33.81,16.58,5.27,0
20020205,42.35,57.65,32.1,16.52,5.51,0
20020129,42.72,57.28,32.37,16.7,5.3,0
20020122,43.57,56.43,32.97,17.76,5.64,0
20020115,43.72,56.28,33.66,18.26,5.76,0
20020108,45.55,54.45,34.71,20.27,6.31,0
20020101,46.54,53.46,36.64,22.71,8.75,0
20011225,46.66,53.34,36.36,22.6,8.12,0
20011218,46.77,53.23,36.96,23.03,8.65,0
20011211,45.65,54.35,37.11,21.9,8.69,0
20011204,44.08,55.92,38.67,23.69,9.42,0
20011127,43.63,56.37,37.96,23.9,10.93,0
20011120,39,61,39.17,24.57,11.07,0
20011113,38.78,61.22,39.14,23.13,11.41,0
20011106,42.08,57.92,37.25,22.3,11.41,0
20011030,44.62,55.38,35.69,20.89,9.96,0
20011023,48.06,51.94,31.42,19.71,10.01,0
20011016,53.8,46.2,28.65,19.15,10.01,0
20011009,52.59,47.41,29.16,18.94,10.01,0
20011002,55.87,44.13,28.24,18.94,9.64,0
20010925,56.3,43.7,28.4,19.78,9.39,0
20010918,51.64,48.36,29.6,19.92,9.37,0
20010911,49.19,50.81,30.05,19.92,9.37,0
20010904,49.76,50.24,28.54,18.91,8.89,0
20010828,52.54,47.46,30.43,19.95,8.52,0
20010821,54.08,45.92,30.97,19.19,7.18,0
20010814,51.19,48.81,30.88,18.58,5,0
20010807,48.63,51.37,31.03,18.45,5.23,0
20010731,47.31,52.69,30.97,17.76,5.23,0
20010724,47.18,52.82,27.64,17.01,3.53,0
20010717,51.02,48.98,26.2,17.69,3.56,0
20010710,57.32,42.68,25.8,16.77,3.79,0
20010703,52.98,47.02,26.93,17.8,4.01,0
20010626,54.68,45.32,26.1,16.37,1.99,0
20010619,57.18,42.82,24.49,14.49,1.92,0
20010612,62.26,37.74,25.41,12.7,2.03,0.1
20010605,60.31,39.69,26.98,13.08,2.34,0.4
20010529,55.13,44.87,30.14,13.54,2.45,0.49
20010522,53.76,46.24,31.9,13.32,2.56,0.49
20010515,51.45,48.55,31.87,15.29,2.79,0.46
20010508,52.51,47.49,28.52,13.18,1.97,0.27
20010501,63.07,36.93,24.94,10.43,1.53,0.27
20010424,64.79,35.21,22.12,10.3,1.53,0.27
20010417,64.95,35.05,21.34,10.18,1.53,0.27
20010410,64.48,35.52,21.21,10.13,1.42,0.21
20010403,61.84,38.16,20.58,10.13,1.42,0.18
20010327,62.42,37.58,21.17,9.91,1.47,0.64
20010320,65.95,34.05,21.51,9.91,1.51,0.68
20010313,66.03,33.97,21.02,9.39,1.59,0.71
20010306,66.74,33.26,21.24,5.46,1.65,0.71
20010227,65.22,34.78,21.65,5.64,1.73,0.73
20010220,65.55,34.45,21.69,5.63,1.72,0.64
20010213,62.79,37.21,22.19,5.6,1.61,0.61
20010206,61.43,38.57,11.98,5.38,1.02,0.34
20010130,61.15,38.85,11.71,5,0.89,0.35
20010123,56.57,43.43,12.85,5.71,0.96,0.35
20010116,69.98,30.02,14.3,6.14,1.54,0.33
20010109,68.35,31.65,14.3,6.53,1.42,0.33
20010102,70.82,29.18,13.94,6.15,0.96,0.33
20001226,72.25,27.75,14.41,7.52,0.96,0.36
20001219,70.65,29.35,15.34,7.53,0.88,0.3
20001212,66.85,33.15,17.06,9.29,1.1,0.25
20001205,66.14,33.86,16.74,9.06,0.81,0.14
20001128,64.43,35.57,16.21,9.04,0.71,0
20001121,64.23,35.77,17.68,10.71,2.64,0
20001114,63.11,36.89,18.89,11.93,5.83,0.72
20001107,54.68,45.32,19.92,12.44,7.49,0.99
20001031,40.25,59.75,34.7,16.97,9.1,2.63
20001024,35.77,64.23,39.24,17.21,7.69,1.69
20001017,40.2,59.8,40.97,22.21,7.09,1.05
20001010,40.51,59.49,41.03,24.29,5.87,0.46
20001003,39.53,60.47,40.99,26.17,6.99,0.74
20000926,42.19,57.81,38.28,23.95,6.9,0.74
20000919,41.62,58.38,39.81,26.15,8.38,1.64
20000912,43.73,56.27,38.5,24.18,8.88,1.71
20000905,42.77,57.23,34.65,19.31,8.06,2.61
20000829,43.72,56.28,32.2,15.74,6.85,2.47
20000822,49.9,50.1,29.13,13.89,5.39,2.39
20000815,48.37,51.63,27.51,13.01,4.39,1.98
20000808,48.87,51.13,24.5,10.76,4.47,2.14
20000801,50.33,49.67,24.11,10.36,4.91,2.41
20000725,50.13,49.87,22.86,9.32,5.19,2.59
20000718,50.54,49.46,22.38,8.77,5.43,2.12
20000711,56.43,43.57,20.31,8.11,4.65,1.65
20000704,57.5,42.5,17.76,8.15,4.28,1.26
20000627,55.16,44.84,23.72,12.48,4.48,1.66
20000620,57.44,42.56,22.73,14.08,6.69,1.64
20000613,55.96,44.04,23.44,14.13,7.29,1.54
20000606,62.66,37.34,21.36,12.77,5.41,0.3
20000530,62.06,37.94,24.17,13.69,5.09,0.26
20000523,57.84,42.16,23.77,14.12,3.58,0
20000516,52.57,47.43,28.35,15.54,2.99,0
20000509,55.75,44.25,24.7,12.84,1.66,0
20000502,55.43,44.57,25.69,13.22,1.66,0
20000425,56.15,43.85,24.29,13.06,1.48,0
20000418,53.06,46.94,26.6,14.6,0,0
20000411,54.87,45.13,26.43,13.68,0,0
20000404,51.49,48.51,25.61,14.46,0,0
20000328,54.69,45.31,26.54,12.47,0,0
20000321,52.02,47.98,29.82,15.63,0,0
20000314,51.59,48.41,30.55,16.07,0,0
20000307,45.92,54.08,32.17,15.08,0,0
20000229,45.46,54.54,32.56,14.07,0,0
20000222,43.35,56.65,30.72,10.95,0,0
20000215,36.85,63.15,31.94,10.93,0,0
20000208,36.07,63.93,29.39,11.03,0,0
20000201,34.99,65.01,28.97,10.22,0,0
20000125,30.74,69.26,25.48,10.11,0,0
20000118,32.2,67.8,25.91,10.38,0,0
20000111,38.2,61.8,24.93,9.9,0,0
20000104,49,51,23.35,9.45,0,0
